,Article,Date,Image,Title
14,http://www.businessinsider.com/future-of-digital-slide-deck?utm_source=businessinsider&utm_medium=rr&utm_campaign=NextBigThingDeckbirr&utm_term=birr,,https://static1.businessinsider.com/image/584edaf99037f72d54183ee6-480/ignition-2016-future-of-digital-free.png,Business Insider FREE Slide Deck - Future of Digital: The Next Big Thing
15,http://www.businessinsider.com/apple-iphone-x-1-trillion-company-2017-11,,http://static3.businessinsider.com/image/59fb3d5958a0c130008b59b0-1190-625/how-the-iphone-x-could-make-apple-a-1-trillion-company.jpg,Apple iPhone X: How the company could hit $1 trillion - Business Insider
16,https://itunes.apple.com/app/apple-store/id554260576?pt=385758&ct=right-rail&mt=8,,http://is4.mzstatic.com/image/thumb/Purple118/v4/b2/80/47/b2804789-43fe-53ae-ab4c-330e5646aff1/source/1200x630bb.jpg,Business Insider on the App Store
17,http://www.businessinsider.com/salesforce-ceo-marc-benioff-bashes-microsoft-2017-11,,http://static4.businessinsider.com/image/5806c085c524021d008b5519-1190-625/salesforce-ceo-marc-benioff-bashes-microsoft-they-just-cant-keep-that-management-team-in-place.jpg,Salesforce CEO Marc Benioff bashes Microsoft - Business Insider
18,http://www.businessinsider.com/microsoft-word-resume-assistant-with-linkedin-2017-11,,http://static3.businessinsider.com/image/5a0343d13dbef4460e8b49e1-1190-625/microsoft-word-and-linkedin-will-now-help-you-write-a-killer-resume.jpg,Microsoft Word gets Resume Assistant with LinkedIn to help you write a killer resume - Business Insider
19,http://www.businessinsider.com/microsoft-surface-pro-lte-advanced-price-details-availability-2017-10,,http://static5.businessinsider.com/image/5941c9f9688ad27c008b4741-1190-625/microsofts-macbook-air-rival-is-getting-an-lte-wireless-option-starting-in-december.jpg,"Microsoft Surface Pro with LTE Advanced price, details, availability - Business Insider"
20,http://money.cnn.com/2017/11/09/technology/amazon-pop-up-stores-whole-foods/index.html,,http://i2.cdn.turner.com/money/dam/assets/141007205209-amazon-logo-780x439.jpg,"Amazon pop-up shops to open in Whole Foods stores - Nov. 9, 2017 "
21,http://money.cnn.com/2017/11/13/technology/uber-softbank-explained/index.html,,http://i2.cdn.turner.com/money/dam/assets/171113101743-softbank-uber-split-780x439.jpg,"Uber agrees to move forward with massive SoftBank investment: Why it matters - Nov. 13, 2017 "
22,http://money.cnn.com/2017/11/10/technology/apple-texas-shooting-iphone/index.html,,http://i2.cdn.turner.com/money/dam/assets/171030213944-iphone-x-thumbnail-780x439.jpg,"How the cops can get what they need off of your iPhone - Nov. 10, 2017 "
23,http://www.reuters.com/article/us-uber-softbank/uber-board-strikes-agreement-to-pave-way-for-softbank-investment-idUSKBN1DC0Z9,,https://s3.reutersmedia.net/resources/r/?m=02&d=20171112&t=2&i=1209502823&w=&fh=545px&fw=&ll=&pl=&sq=&r=LYNXMPEDAB0O5,Uber board strikes agreement to pave way for SoftBank investment | Reuters
24,http://abcnews.go.com/Technology/wireStory/kindle-kale-amazon-open-shops-foods-51041640,,http://a.abcnews.com/images/Technology/WireAP_021c2aec715c48ca94acfbe3b93984f8_16x9_992.jpg,Kindle with your kale? Amazon to open shops in Whole Foods - ABC News
25,http://abcnews.go.com/Technology/wireStory/uk-panel-rule-uber-drivers-employees-51057686,,http://a.abcnews.com/images/Technology/WireAP_30e02c9da8e64f2eb1cd91ed20a44c81_16x9_992.jpg,"UK panel rules Uber drivers have rights on wages, time off - ABC News"
26,http://abcnews.go.com/Technology/email-scam-targets-netflixs-millions-subscribers/story?id=50986271,,http://a.abcnews.com/images/Technology/netflix-logo1-gty-mem-171107_16x9_992.jpg,Email scam targets Netflix's millions of subscribers - ABC News
27,http://abcnews.go.com/Technology/wireStory/missouri-attorney-general-investigating-google-51119122,,http://a.abcnews.com/images/Technology/WireAP_5f444559511d4507b2af9ee8ae098d04_16x9_992.jpg,Missouri attorney general investigating Google - ABC News
28,http://abcnews.go.com/Technology/wireStory/global-carbon-pollution-rises-straight-flat-years-51108501,,http://a.abcnews.com/images/Technology/WireAP_7b160066bc8e481ab5b565b188622b1f_16x9_992.jpg,Global carbon pollution rises after 3 straight flat years - ABC News
29,http://abcnews.go.com/Technology/video/apple-iphone-years-49788459,,http://a.abcnews.com/images/Technology/170912_abc_social_apple_iphone_tty_16x9_992.jpg,Apple iPhone through the years Video - ABC News
30,http://abcnews.go.com/Technology/video/archival-video-steve-jobs-apple-years-39232701,,http://a.abcnews.com/images/Technology/160517_vod_orig_applestore_mix_16x9_992.jpg,ARCHIVAL VIDEO: Steve Jobs and Apple through the years Video - ABC News
31,http://nypost.com/2017/11/13/uber-board-makes-peace-to-clear-way-for-softbank-investment/,,https://thenypost.files.wordpress.com/2017/11/uber-peace-softbank-investment.jpg?quality=90&strip=all&w=1200,Uber board makes peace to clear way for Softbank investment | New York Post
32,http://nypost.com/2017/11/12/emirates-to-buy-40-boeing-787s-in-multibillion-dollar-deal/,,https://thenypost.files.wordpress.com/2017/11/emirates.jpg?quality=90&strip=all&w=1200,Emirates to buy 40 Boeing 787s in multibillion-dollar deal | New York Post
33,https://vip.wordpress.com/?utm_source=vip_powered_wpcom&utm_medium=web&utm_campaign=VIP%20Footer%20Credit&utm_term=nypost.com,,https://vip.files.wordpress.com/2017/07/homepage_featured.png,"WordPress.com VIP: Enterprise content management platform  Our fully managed cloud platform, expert guidance and support, and diverse partner ecosystem free you to focus on your business objectives."
34,https://itunes.apple.com/us/app/new-york-post-iphone-edition/id410094240?mt=8,,http://is5.mzstatic.com/image/thumb/Purple118/v4/02/77/e4/0277e4c7-ff59-f3a6-6094-9eb16bbb2d46/source/1200x630bb.jpg,New York Post on the App Store
35,https://itunes.apple.com/us/app/new-york-post-ipad-edition/id378590820?mt=8,,http://is2.mzstatic.com/image/thumb/Purple62/v4/84/c8/5b/84c85b1d-bf64-f073-b550-298ed0141669/source/1200x630bb.jpg,New York Post iPad Edition on the App Store
36,http://nypost.com/2017/10/11/lawsuit-targeting-restaurants-for-dropping-tips-is-a-warning-sign/,,https://thenypost.files.wordpress.com/2017/10/gettyimages-615326856.jpg?quality=90&strip=all&w=1200,Lawsuit targeting restaurants for dropping tips is a warning sign | New York Post
37,http://www.chicagotribune.com/business/columnists/ct-biz-chicago-illinois-amazon-sites-photos-20171020-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2017-10-20,http://www.trbimg.com/img-59eab5e3/turbine/ct-biz-chicago-illinois-amazon-sites-photos-20171020,Proposed sites for Amazon's HQ2 - Chicago Tribune
38,http://www.chicagotribune.com/news/nationworld/ct-cities-vying-for-amazon-20170908-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2017-09-08,http://www.trbimg.com/img-59b2a6d7/turbine/ct-cities-vying-for-amazon-20170908,Cities vying for Amazon - Chicago Tribune
39,http://www.chicagotribune.com/business/ct-amazon-chicago-locations-20170907-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2017-09-07,http://www.trbimg.com/img-59b19182/turbine/ct-amazon-chicago-locations-20170907,These Chicago sites could host Amazon's HQ2 - Chicago Tribune
40,http://www.chicagotribune.com/business/ct-biz-amazon-key-insurance-rates-20171109-story.html#nt=oft13a-8gp1,2017-11-09,http://www.trbimg.com/img-5a061f70/turbine/ct-biz-amazon-key-insurance-rates-20171109,"Will Amazon delivery app raise home insurance rate? There's a good chance, experts warn - Chicago Tribune"
41,http://www.chicagotribune.com/business/ct-biz-amazon-whole-foods-shops-20171109-story.html#nt=oft13a-8gp1,2017-11-09,http://www.trbimg.com/img-5a04a650/turbine/ct-biz-amazon-whole-foods-shops-20171109,Kindle with your kale? Amazon to open shops in Whole Foods - Chicago Tribune
42,http://www.chicagotribune.com/news/nationworld/midwest/indiana/ct-amazon-indiana-warehouse-death-20171108-story.html#nt=oft13a-11gp1,2017-11-08,http://www.trbimg.com/img-5a035419/turbine/ct-amazon-indiana-warehouse-death-20171108,"Amazon faces $28,000 fine over death at Indiana warehouse - Chicago Tribune"
43,http://www.chicagotribune.com/business/ct-britain-uber-drivers-rights-20171110-story.html#nt=oft13a-4gp1,2017-11-10,http://www.trbimg.com/img-5a063a5c/turbine/ct-britain-uber-drivers-rights-20171110,"British panel rules Uber drivers are 'workers,' have rights on wages, time off - Chicago Tribune"
44,http://www.chicagotribune.com/bluesky/ct-uber-didi-chuxing-china-20160801-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2016-08-01,http://www.trbimg.com/img-579f4465/turbine/ct-uber-didi-chuxing-china-20160801,Uber's Chinese rival acquiring its China operations - Chicago Tribune
45,http://www.chicagotribune.com/bluesky/technology/la-fi-tn-uberair-la-20171108-story.html#nt=oft13a-13gp1,2017-11-08,http://www.trbimg.com/img-5a037aa1/turbine/la-fi-tn-uberair-la-20171108,Uber says it will bring its flying taxis to Los Angeles in 2020 - Chicago Tribune
46,http://www.chicagotribune.com/business/ct-biz-emirates-boeing-787-dreamliner-20171113-story.html#nt=oft13a-4gp1,2017-11-13,http://www.trbimg.com/img-5a09a1cb/turbine/ct-biz-emirates-boeing-787-dreamliner-20171113,Emirates agrees to buy 40 Boeing 787 Dreamliners for $15.1 billion - Chicago Tribune
47,http://www.chicagotribune.com/business/ct-boeing-100-anniversary-20160714-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2016-07-14,http://www.trbimg.com/img-5788efac/turbine/ct-boeing-100-anniversary-20160714,Boeing planes through its 100 years - Chicago Tribune
48,http://www.chicagotribune.com/business/ct-biz-boeing-china-order-20171109-story.html#nt=oft13a-8gp1,2017-11-09,http://www.trbimg.com/img-5a048ab0/turbine/ct-biz-boeing-china-order-20171109,Boeing's $37 billion mega order in China is said to cover mostly old deals - Chicago Tribune
49,http://www.chicagotribune.com/business/ct-biz-equifax-executive-bonus-20171110-story.html#nt=oft13a-4gp1,2017-11-10,http://www.trbimg.com/img-5a0611e7/turbine/ct-biz-equifax-executive-bonus-20171110,Equifax executives won't get their 2017 bonuses - Chicago Tribune
50,http://www.chicagotribune.com/business/ct-biz-equifax-hack-class-action-lawsuits-20171110-story.html#nt=oft13a-4gp1,2017-11-10,http://www.trbimg.com/img-5a05e321/turbine/ct-biz-equifax-hack-class-action-lawsuits-20171110,"Equifax faces hundreds of class-action lawsuits, an SEC subpoena over the way it handled its data breach - Chicago Tribune"
51,http://www.chicagotribune.com/bp/,,http://www.trbimg.com/img-56f02a81/turbine/chi-default-open-graph-ct-logo/1200/1200x650,Brandpoint | Advertisement - Chicago Tribune
52,http://www.chicagotribune.com/bp/chi-ara-31820-make-holiday-shopping-for-your-clients-easy-this-year-20171017-adstory.html#nt=oft20a-18gp1,,http://www.trbimg.com/img-59e82ce4/turbine/chi-ara-31820664-wide-20171017,Make holiday shopping for your clients easy this year - Chicago Tribune
53,http://www.chicagotribune.com/bp/chi-ara-31660-think-outside-the-bank-how-to-get-a-business-loan-online-20171010-adstory.html#nt=oft20a-18gp1,,http://www.trbimg.com/img-59def264/turbine/chi-ara-31660485-wide-20171010,Think outside the bank: How to get a business loan online - Chicago Tribune
54,http://www.chicagotribune.com/bp/chi-ara-31146-5-big-changes-for-todays-small-businesses-20170627-adstory.html#nt=oft20a-18gp1,,http://www.trbimg.com/img-595484e2/turbine/chi-ara-31146523-wide-20170627,5 big changes for today's small businesses - Chicago Tribune
55,http://www.chicagotribune.com/business/ct-biz-city-lots-one-dollar-affordable-housing-20171108-story.html#nt=oft13a-11gp1,2017-11-08,http://www.trbimg.com/img-5a038101/turbine/ct-biz-city-lots-one-dollar-affordable-housing-20171108,City selling $1 vacant lots to develop affordable housing - Chicago Tribune
56,http://www.chicagotribune.com/classified/automotive/new/ct-tesla-through-the-years-20160129-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,2016-06-10,http://www.trbimg.com/img-56fe022e/turbine/ct-tesla-through-the-years-20160129,Tesla product lineup and history in pictures - Chicago Tribune
57,http://www.foxbusiness.com/features/2017/11/06/amazon-cuts-third-party-prices.html,,https://a57.foxnews.com/media.foxbusiness.com/BrightCove/854081161001/201711/3719/0/0/854081161001_5637033130001_5637013719001-vs.jpg?ve=1,Amazon cuts third-party prices  | Fox Business
58,http://www.foxbusiness.com/features/2017/10/30/are-amazon-facebook-google-too-big-for-current-regulatory-rules.html,,https://a57.foxnews.com/media.foxbusiness.com/BrightCove/854081161001/201710/3491/0/0/854081161001_5626899882001_5626887320001-vs.jpg?ve=1,"Are Amazon, Facebook, Google too big for current regulatory rules? | Fox Business"
59,http://www.foxbusiness.com/features/2017/11/13/missouri-attorney-general-investigating-google.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/13/missouri-attorney-general-investigating-google/_jcr_content/par/featured-media/media-0.img.png/0/0/1510599754429.png?ve=1,Missouri attorney general investigating Google | Fox Business
60,http://www.foxbusiness.com/features/2017/11/02/boeing-betting-on-trump-to-ramp-up-us-growth-in-china.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/02/boeing-betting-on-trump-to-ramp-up-us-growth-in-china/_jcr_content/image.img.jpg/0/0/1509636219643.jpg?ve=1,Boeing betting on Trump to ramp up US growth in China | Fox Business
61,http://www.foxbusiness.com/features/2017/11/02/boeing-generates-over-1-5m-us-manufacturing-jobs.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/02/boeing-generates-over-1-5m-us-manufacturing-jobs/_jcr_content/image.img.jpg/0/0/1509632723422.jpg?ve=1,Boeing generates over 1.5M US manufacturing jobs  | Fox Business
62,http://www.foxbusiness.com/features/2017/11/06/apple-citigroup-twitter-inside-saudi-princes-us-investments.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/06/apple-citigroup-twitter-inside-saudi-princes-us-investments/_jcr_content/image.img.jpg/0/0/1509986445984.jpg?ve=1,"Apple, Citigroup, Twitter: Inside Saudi Prince's US investments | Fox Business"
63,http://www.foxbusiness.com/features/2017/10/13/apple-co-founders-woz-u-aims-to-train-tech-workers-affordably.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/10/13/apple-co-founders-woz-u-aims-to-train-tech-workers-affordably/_jcr_content/par/featured-media/media-0.img.jpg/0/0/1507899432168.jpg?ve=1,"Apple co-founder's Woz U aims to train tech workers, affordably | Fox Business"
64,http://www.foxbusiness.com/politics/2017/11/13/us-can-t-afford-20-corporate-taxes-obama-economist-says.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/politics/2017/11/13/us-can-t-afford-20-corporate-taxes-obama-economist-says/_jcr_content/image.img.jpg/0/0/1510586898977.jpg?ve=1,"US cant afford 20% corporate taxes, Obama economist says | Fox Business"
65,http://www.foxbusiness.com/features/2017/11/12/target-ceo-says-still-sees-many-opportunities-in-retail.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/12/target-ceo-says-still-sees-many-opportunities-in-retail/_jcr_content/par/featured-media/media-0.img.png/0/0/1510599606612.png?ve=1,Target CEO says he still sees many opportunities in retail | Fox Business
66,http://www.foxbusiness.com/features/2017/11/09/target-selling-fidget-spinners-with-unsafe-levels-lead-study.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/09/target-selling-fidget-spinners-with-unsafe-levels-lead-study/_jcr_content/image.img.jpg/0/0/1510252106949.jpg?ve=1,Target selling fidget spinners with unsafe levels of lead: Study | Fox Business
67,http://www.foxbusiness.com/features/2017/11/02/nintendo-raises-global-forecast-for-switch-to-14m-units-ahead-holiday-season.html,,https://a57.foxnews.com/images.foxnews.com/content/fox-business/features/2017/11/02/nintendo-raises-global-forecast-for-switch-to-14m-units-ahead-holiday-season/_jcr_content/image.img.jpg/0/0/1509640614901.jpg?ve=1,Nintendo raises global forecast for Switch to 14M units ahead of holiday season | Fox Business
68,https://finance.yahoo.com/news/amazon-cloud-cam-review-amazons-home-sentry-great-buy-154311529.html,,https://s.yimg.com/uu/api/res/1.2/in2Gq03yArLWCaLVO1cboA--~B/aD04NTA7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/f16be61f1c0d11e0a652037417568547,Amazon Cloud Cam review
69,https://finance.yahoo.com/news/ubers-grand-plan-flying-cars-faces-major-obstacle-184748625.html,,https://s.yimg.com/uu/api/res/1.2/JhdaROCM4E4po33PL9eK6Q--~B/aD0zNzU1O3c9NTYzMztzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/cb2434f517adc06c8940960e67e217ae,Uber's flying cars plan faces a problem
70,https://www.nbcnews.com/better/video/a-better-interview-with-former-apple-and-pepsi-ceo-john-sculley-1091543619685,,https://media1.s-nbcnews.com/i/MSNBC/Components/Video/201711/b_2min_Sculley_171108.jpg,A BETTER Interview with Former Apple and Pepsi CEO John Sculley
71,https://www.nbcnews.com/nightly-news/video/equifax-yahoo-grilled-on-capitol-hill-1091693123688,,https:nodeassets.nbcnews.com/images/non-rev/nightlylogo2.jpg,"Equifax, Yahoo Grilled on Capitol Hill - NBC News"
72,https://www.nbcnews.com/business/consumer/senators-blast-equifax-yahoo-massive-data-breaches-n819306,,https://media1.s-nbcnews.com/j/newscms/2017_45/2220641/hearingshot_978e7d031fc4965b775467ae3e7f50b5.nbcnews-fp-1200-630.jpg,Senators Blast Equifax and Yahoo for Massive Data Breaches - NBC News
73,https://www.nbcnews.com/business/real-estate/americans-who-can-t-afford-their-homes-146-percent-n774106,,https://media4.s-nbcnews.com/j/newscms/2017_27/2060146/170703-home-for-sale-sg-1745_25dab65c62b940ae23e708d5ed7652f4.nbcnews-fp-1200-630.jpg,Americans Who Can't Afford Their Homes Up 146 Percent - NBC News
74,https://www.nbcnews.com/business/autos/trump-hammers-japanese-automakers-his-complaint-target-n818011,,https://media2.s-nbcnews.com/j/newscms/2017_02/1862611/2018_toyota_camry_5bb69c39ddd5efacd974399d160d4ff6.nbcnews-fp-1200-630.jpg,Trump Hammers Japanese Automakers  but His Complaint Is Off Target - NBC News
75,https://www.nbcnews.com/business/autos/why-could-be-tough-day-tesla-n816466,,https://media4.s-nbcnews.com/j/newscms/2017_41/2183726/171009-tesla-powerwall-ac-729p_afcfe99125c7d8358e34eeaebd643733.nbcnews-fp-1200-630.jpg,Is Tesla's Model 3 Likely to Sink the Company? - NBC News
76,https://www.huffingtonpost.com/entry/what-is-the-difference-between-amazon-and-jet_us_59f0addae4b03c73bf345114?section=us_business,,https://img.huffingtonpost.com/asset/59f0c1dc1500007a41747607.png?ops=1910_1000,What's The Difference Between Amazon And Jet.com? | HuffPost
77,https://www.huffingtonpost.com/entry/to-create-a-new-amazon-village-it-takes-a-graduate_us_59f7453ee4b05f0ade1b58d4?section=us_business,,https://img.huffingtonpost.com/asset/59f88664140000ae528ca7ec.jpeg?ops=1910_1000,"To Create A New Amazon Village, It Takes A Graduate Degree (Or Two, Or Three) | HuffPost"
78,https://www.huffingtonpost.com/entry/uber-lyft-laura-loomer_us_59fb60fce4b01b47404914b8?section=us_business,,https://img.huffingtonpost.com/asset/59fb77e21700002100795a70.jpeg?cache=mf2v3ceifp&ops=1910_1000,"Uber, Lyft Ban Far-Right Journalist Following Islamophobic Tweets | HuffPost"
79,https://www.huffingtonpost.com/entry/three-women-sue-uber-for-discrimination-based-on-gender-and-race_us_59f20b26e4b03cd20b8010e7?section=us_business,,https://img.huffingtonpost.com/asset/59f20e13140000610d8c9d97.jpeg?cache=vxm5aluibd&ops=1910_1000,Three Women Sue Uber For Discrimination Based On Gender And Race | HuffPost
80,https://www.huffingtonpost.com/entry/katie-van-fleet-equifax-stolen-identity_us_59f71d08e4b07fdc5fbf782d?section=us_business,,https://img.huffingtonpost.com/asset/59f72a88180000360ddfcd08.png?cache=898sadvgku&ops=1910_1000,Seattle Woman Says Her Identity Has Been Stolen 15 Times Since Equifax Data Breach | HuffPost
81,https://www.huffingtonpost.com/entry/target-christmas-creep_us_59f01180e4b0bf1f8836b6d1?section=us_business,,https://img.huffingtonpost.com/asset/59f0205a180000360ddfc25a.jpeg?cache=bntjsirc84&ops=1910_1000,"Target Claims It Won't Start Christmas Early, Then Starts Christmas Early Anyway | HuffPost"
82,http://itunes.apple.com/us/app/newser/id334678577?mt=8&uo=4,,http://is3.mzstatic.com/image/thumb/Purple127/v4/a0/9f/41/a09f410c-fe8d-f20c-0a2b-7d3ab4235d97/source/1200x630bb.jpg,Newser on the App Store
83,http://itunes.apple.com/us/app/newser-tablet/id454191039?mt=8&uo=4,,http://is2.mzstatic.com/image/thumb/Purple4/v4/18/aa/3f/18aa3f54-36f3-0c2a-3096-f85ea6e15d82/source/1200x630bb.jpg,Newser Tablet on the App Store
84,http://apps.microsoft.com/windows/en-us/app/newser/95f33cc5-7cb2-4c35-b7d3-10e29caef436,,https://store-images.s-microsoft.com/image/apps.47183.9007199266445903.3227048e-6741-45eb-b667-c258af5a27a7.ce7d156c-dcbd-482a-a728-11d32d992b54?w=120&h=120&q=60,  Newser - Microsoft Store 
85,http://www.newser.com/story/251524/for-160k-people-who-cant-afford-bail-hope.html,,http://img2-azcdn.newser.com/image/1152267-12-20171113115055.jpeg,"
	Bail Project's Ambitious Goal: Get 160K People Out of Jail
"
86,http://www.newsweek.com/amazon-headquarters-hq2-bizarre-bids-238-suitors-691390,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/24/amazon-headquarters-hq2-cactus-bid.jpg,New Amazon Headquarters: The Five Most Bizarre Bids Among the 238 Suitors for HQ2
87,http://www.newsweek.com/welcome-amazon-georgia-677295,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/04/amazon-georgia-new-headquarters.jpg,"Welcome to Amazon, Georgia: City Offers to Change Name to Host Firm's HQ2"
88,http://www.newsweek.com/uber-1-billion-damages-waymo-self-driving-car-lawsuit-682941,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/12/uber-waymo-lawsuit-google-self-driving.jpg,Uber Faced $1 Billion in Damages in Waymo Self-Driving Car Lawsuit
89,http://www.newsweek.com/netflix-binge-watch-sleep-deprivation-703029,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/11/06/gettyimages-72818730.jpg,"Netflix Declares War on Sleep, Its Biggest 'Competitor'"
90,http://www.newsweek.com/iphone-killer-how-google-pixel-2-compares-smartphone-rivals-677634,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/04/google-pixel-2-review-iphone-comparison.png,iPhone Killer? How Google Pixel 2 and Pixel 2 XL Compare to Smartphone Rivals
91,http://www.newsweek.com/apple-mysterious-ar-headset-replace-iphone-augmented-reality-706454,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/11/09/apple-ar-headset-iphone-augmented-reality.jpg,Will Apples Mysterious AR Headset Replace the iPhone?
92,http://www.newsweek.com/iphone-x-release-human-cost-apples-most-expensive-ever-iphone-699901,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/11/03/apple-iphone-x-china-factory-conditions.jpg,iPhone X Release: The Human Cost of Apples Most Expensive iPhone Ever
93,http://www.newsweek.com/iphone-x-ebay-pre-order-price-apple-694435,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/27/iphone-x-ebay-price-order-release.jpg,"iPhone X Listed on Ebay for $10,000 After Apple Supply Issues"
